user_input,retrieved_contexts,response,answer_relevancy
What are the performance limitations of FUSE when used for file system client development?,"[' native client is straightforward.</p>\n</li>\n</ul>\n<h3>Limitations of FUSE</h3>\n<p>FUSE (Filesystem in Userspace) simplifies file system client development by redirecting I/O operations to user-space processes through the FUSE kernel module. It creates the illusion that applications are accessing the remote file system as if it were a local file system. However, it has performance limitations:</p>\n<ul>\n<li>\n<p><em>Memory copy overhead</em> The user-space file system daemon cannot access application memory. Data transfer between kernel and user spaces consumes memory bandwidth and increases end-to-end latency.</p>\n</li>\n<li>\n<p><em>Primitive multi-threading support</em> When an application initiates I/O requests, FUSE places these requests into a multi-threaded shared queue, protected by a spin lock. The user-space file system daemon then retrieves and processes requests from this queue. Due to lock contention, FUSE’s I/O processing capability fails to scale with the number of threads. Our benchmark results in']","The performance limitations of FUSE include memory copy overhead, where data transfer between kernel and user spaces consumes memory bandwidth and increases latency, and primitive multi-threading support, where lock contention prevents FUSE's I/O processing capability from scaling with the number of threads.",0.9409684570796744
"What is a limitation of FUSE on Linux 5.x regarding write operations, and how do applications work around it?","['dicate that FUSE only handles approximately 400K 4KiB reads per second. Further increasing concurrency does not improve performance as lock contention intensifies. <code>perf</code> profiling reveals that the kernel-space spin lock consumes a significant amount of CPU time.</p>\n</li>\n</ul>\n<p>Most applications, e.g. data analytics, perform large block writes on 3FS or they can buffer data in memory and flush it to 3FS when write buffer is full. However, FUSE on Linux 5.x does not support concurrent writes to the same file<a href=""https://elixir.bootlin.com/linux/v5.4.284/source/fs/fuse/file.c#L1573"">^1</a>. Applications overcome this limitation by writing to multiple files concurrently, maximizing the total throughput.</p>\n<p>Read operations exhibit more complex patterns. Some training jobs require random access to dataset samples, with read sizes varying from a few kilobytes to several megabytes per sample. And samples are typically not 4K-aligned in files. Data loaders are specifically designed to fetch bat']","FUSE on Linux 5.x does not support concurrent writes to the same file. Applications work around this limitation by writing to multiple files concurrently, which maximizes the total throughput.",0.8980158620019667
What are the challenges associated with developing a file system client as a VFS kernel module?,"['ches of samples. But they perform poorly when handling small random reads on FUSE-mounted 3FS. Bandwidth of SSDs and RDMA network are not fully utilized.</p>\n<h3>Asynchronous zero-copy API</h3>\n<p>Implementing the file system client as a VFS kernel module avoids performance issues mentioned above. But kernel module development is significantly more challenging than user-space system programming. Bugs are difficult to diagnose and can lead to catastrophic failures in production environments. For example, machines may crash and leave no log message for debugging. When upgrading a kernel module, all processes using the file system must be stopped cleanly; otherwise, a machine restart is required.</p>\n<p>For these reasons, we have chosen to implement a native client within the FUSE daemon. This client offers an interface that supports asynchronous zero-copy I/O operations. File meta operations are still handled by FUSE daemon (e.g. open/close/stat files). Applications call <code>open()</code> to obtain a file des']","Developing a file system client as a VFS kernel module is challenging because kernel module development is more complex than user-space system programming. Bugs in kernel modules are difficult to diagnose and can lead to catastrophic failures, such as machine crashes without log messages for debugging. Additionally, upgrading a kernel module requires stopping all processes using the file system cleanly; otherwise, a machine restart is necessary.",0.9734813543343512
"What is the purpose of the Iov data structure in the asynchronous, zero-copy API inspired by Linux io_uring?","['criptor (fd) and register it via native API. They can then perform I/O operations on the file with native client. This approach ensures consistency in metadata operations with the POSIX API, making it easier to migrate existing code.</p>\n<p>The asynchronous, zero-copy API is inspired by Linux <code>io_uring</code>. Below are the key data structures in the API:</p>\n<ul>\n<li>\n<p><em>Iov</em> A large memory region for zero-copy read/write operations, shared between the user process and the native client. InfiniBand memory registration is managed by the client. In native API, all read data will be read into Iov, and all write data should be written to Iov before calling the API.</p>\n</li>\n<li>\n<p><em>Ior</em> A small shared ring buffer for communication between user process and native client. The usage of Ior is similar to Linux <code>io_uring</code>, where the user process enqueues read/write requests, and the native client dequeues these requests for completion. The requests are executed in batches, with their ']","The Iov data structure is a large memory region used for zero-copy read/write operations, shared between the user process and the native client. It is managed by the client for InfiniBand memory registration, and all read data is read into Iov, while all write data should be written to Iov before calling the API.",0.8733083873429216
Why are multiple rings recommended for multi-threaded applications in the context of I/O processing?,"['sizes controlled by the <code>io_depth</code> parameter. Multiple batches are processed in parallel, whether from different rings or the same ring. However, multiple rings are still recommended for multi-threaded applications, as sharing a ring requires synchronization, which can impact performance.</p>\n</li>\n</ul>\n<p>Within the native client, multiple threads are spawned to fetch I/O requests from the Iors. These requests are batched and dispatched to storage services, reducing RPC overhead caused by small read requests.</p>\n<h2>File metadata store</h2>\n<h3>Location of file chunks</h3>\n<p>3FS divides file data into equally sized chunks and stripes them across multiple replication chains (replication chains and chain tables are defined in Section <a href=""#data-placement"">Data placement</a>). Users can specify the chain table, chunk size, and stripe size for files on a per-directory basis. Each chunk is independently stored on multiple storage services, with its chunk ID generated by concatenating the file’s ']","Multiple rings are recommended for multi-threaded applications because sharing a ring requires synchronization, which can impact performance. Using multiple rings allows for parallel processing without the need for synchronization, thus improving performance.",0.9726387518892617
What strategy does the metadata service use when creating a new file to ensure balanced data distribution across chains and SSDs?,"['inode id and chunk index.</p>\n<p>When creating a new file, the metadata service employs a round-robin strategy to select consecutive replication chains from the designated chain table, based on the stripe size. Next, a random seed is generated to shuffle the selected chains. This allocation strategy ensures balanced data distribution across chains and SSDs.</p>\n<p>When an application opens a file, the client contacts the meta service to obtain the file’s data layout information. Then the client can independently compute chunk IDs and chains for data operations, minimizing the involvement of the meta service in the critical path.</p>\n<h3>File metadata on transactional key-value store</h3>\n<p>3FS uses FoundationDB as its distributed storage system for metadata. FoundationDB provides a key-value store interface and supports transactions with Serializable Snapshot Isolation (SSI). 3FS stores all metadata as key-value pairs in FoundationDB. Meta services follow a stateless architecture, greatly enhancing maintaina']","The metadata service uses a round-robin strategy to select consecutive replication chains from the designated chain table, based on the stripe size, and then generates a random seed to shuffle the selected chains. This allocation strategy ensures balanced data distribution across chains and SSDs.",0.8480608391855933
What are the two core structures that make up the file system metadata mentioned in the text?,"['bility by allowing administrators to seamlessly upgrade or restart services without disruption. When clients experience request failures or timeouts, they can automatically fail over to other available services.</p>\n<p>The file system metadata primarily consists of two core structures: inodes and directory entries. Inodes store attribute information for files, directories, and symbolic links, each identified by a globally unique 64-bit identifier that increments monotonically. Inode keys are constructed by concatenating the ""INOD"" prefix with the inode id, which is encoded in little-endian byte order to spread inodes over multiple FoundationDB nodes. The inode values vary by its type:</p>\n<ul>\n<li>\n<p>All inode types contain basic attributes: ownership, permissions, access/modification/change times.</p>\n</li>\n<li>\n<p>Additional attributes for file inodes: file length, chunk size, selected range in chain table, shuffle seed.</p>\n</li>\n<li>\n<p>Additional attributes for directory inodes: the parent directory’s i']",The two core structures that make up the file system metadata are inodes and directory entries.,0.9847688695821718
What is required to prevent loops when moving directories in a file system?,"['node id, default layout configurations for subdirectories/files (chain table, chunk size, stripe size). The parent’s inode id is required to detect loops when moving directories. When moving <code>dir_a/dir_b</code> to <code>dir_c/</code>, we need to ensure that <code>dir_c</code> is not a descendant of <code>dir_b</code>, which can be achieved by checking all ancestors of <code>dir_c</code> upward.</p>\n</li>\n<li>\n<p>Additional attributes for symbolic link inodes: target path string.</p>\n</li>\n</ul>\n<p>Directory entry keys are composed of a ""DENT"" prefix, the parent inode ID, and the entry name. Directory entry values store the target inode id and inode type. All entries within a directory naturally form a contiguous key range, allowing efficient directory listing via range queries.</p>\n<p>The meta operations leverage FoundationDB’s transactions:</p>\n<ul>\n<li>\n<p>Read-only transactions used for metadata queries: fstat, lookup, listdir etc.</p>\n</li>\n<li>\n<p>Read-write transactions used for metadata updates: c']","To prevent loops when moving directories, the parent’s inode id is required. This ensures that when moving a directory like <code>dir_a/dir_b</code> to <code>dir_c/</code>, it is verified that <code>dir_c</code> is not a descendant of <code>dir_b</code> by checking all ancestors of <code>dir_c</code> upward.",0.9833896793715646
How does FoundationDB handle concurrent transaction conflicts in write transactions?,"['reate, link, unlink, rename etc.</p>\n</li>\n</ul>\n<p>For write transactions, FoundationDB tracks the read/write key sets to form conflict detection sets. When concurrent transaction conflicts are detected, the meta service automatically retries the transaction. This design enables multiple meta services to process requests in parallel while maintaining file system metadata consistency.</p>\n<h3>Dynamic file attributes</h3>\n<p>On most local file systems, deleting an opened file is deferred until all associated file descriptors are closed. Consequently, it is necessary to track all file descriptors of the file. Training jobs open a large number of files during startup. Storing all file descriptors would impose heavy load on meta service and FoundationDB. Since training jobs do not depend on this feature, 3FS does not track file descriptors opened in read-only mode.</p>\n<p>3FS maintains a file session for each file descriptor (fd) opened in write mode since deleting write opened files may lead to unreclaimable gar']",FoundationDB tracks the read/write key sets to form conflict detection sets and automatically retries the transaction when concurrent transaction conflicts are detected. This design allows multiple meta services to process requests in parallel while maintaining file system metadata consistency.,0.9636800276352556
How does the 3FS meta service handle file length updates for files being actively written to by multiple clients?,"['bage chunks from concurrent writes. When a file with active write sessions is deleted, meta service delays the deletion until all its fds are closed. To prevent lingering sessions from offline clients, the 3FS meta service periodically checks client liveness and cleans up sessions of offline clients.</p>\n<p>The file length is stored in the inode. For files being actively updated, the length stored in inode may diverge from the actual length. Clients periodically (5 seconds by default) report to meta service maximum write position of each file opened in write mode. If this position exceeds the length in inode and there is no concurrent truncate operation, this position is adopted as the new file length.</p>\n<p>Due to the possibility of concurrent writes from multiple clients, the method described above ensures only eventual consistency for file lengths. When processing close/fsync operations, the meta service obtains the precise file length by querying the ID and length of the last chunk from the storage servi']","The 3FS meta service handles file length updates by having clients periodically report the maximum write position of each file opened in write mode. If this position exceeds the length stored in the inode and there is no concurrent truncate operation, it is adopted as the new file length. This method ensures eventual consistency for file lengths due to the possibility of concurrent writes from multiple clients. When processing close/fsync operations, the meta service obtains the precise file length by querying the ID and length of the last chunk.",0.9666660770673019
How does the meta service mitigate transaction conflicts when updating a file's length in a distributed file system?,"['ce. Since file data is striped across multiple chains, this operation incurs non-negligible overhead.</p>\n<p>Concurrent updates to the same file’s length by multiple meta services may cause transaction conflicts and lead to repeated file length computation. To mitigate this, meta service distributes file length update tasks across multiple meta services using inode IDs and the rendezvous hash algorithm.</p>\n<p>Our production environments use a large stripe size: 200. For small files, the number of chains containing file chunks is well below this number. The number of potentially used chains is stored in file inode and used as a hint when updating the length. It starts with an initial value of 16 and is doubled each time additional file chunks are written to more chains. This allows us to avoid querying all 200 chains when updating lengths of small files. This optimization can also be extended to the deletion of small files.</p>\n<h2>Chunk storage system</h2>\n<p>The design goal of chunk storage system is to ach']",The meta service mitigates transaction conflicts by distributing file length update tasks across multiple meta services using inode IDs and the rendezvous hash algorithm. This approach helps to manage concurrent updates and reduce the likelihood of conflicts.,0.924111387865243
How does CRAQ handle write and read requests in the data placement strategy described?,"['ieve the highest bandwidth possible even when there are storage medium failures. The read/write throughput of 3FS should scale linearly with the number of SSDs and bisection network bandwidth between clients and storage services. Applications access storage services in a locality-oblivious manner.</p>\n<h3>Data placement</h3>\n<p>Each file chunk is replicated over a chain of storage targets using chain replication with apportioned queries (CRAQ). In CRAQ write requests are sent to the head target and propagated along a chain. Read requests can be sent to any of the storage target. Usually the read traffic is evenly distributed among all targets in a chain for better load balance. Multiple storage targets are created on each SSD and the targets join different chains.</p>\n<p>Suppose there are 6 nodes: A, B, C, D, E, F. Each node has 1 SSD. Create 5 storage targets on each SSD: 1, 2, ... 5. Then there are 30 targets in total: A1, A2, A3, ..., F5. If each chunk has 3 replicas, a chain table is constructed as follow']","In CRAQ, write requests are sent to the head target and propagated along a chain, while read requests can be sent to any of the storage targets. This allows for even distribution of read traffic among all targets in a chain for better load balance.",0.9313826657812175
What is the target 2 value for chain 4 in version 1?,['s.</p>\n<p>| Chain | Version | Target 1 (head) | Target 2 | Target 3 (tail) |\n| :---: | :-----: | :-------------: | :------: | :-------------: |\n|   1   |    1    |      <code>A1</code>       |   <code>B1</code>   |      <code>C1</code>       |\n|   2   |    1    |      <code>D1</code>       |   <code>E1</code>   |      <code>F1</code>       |\n|   3   |    1    |      <code>A2</code>       |   <code>B2</code>   |      <code>C2</code>       |\n|   4   |    1    |      <code>D2</code>       |   <code>E2</code>   |      <code>F2</code>       |\n|   5   |    1    |      <code>A3</code>       |   <code>B3</code>   |      <code>C3</code>       |\n|   6   |    1    |      <code>D3</code>       |   <code>E3</code>   |      <code>F3</code>       |\n|   7   |    1    |      <code>A4</code>       |   <code>B4</code>   |      <code>C4</code>       |\n|   8   |    1    |      <code>D4</code>       |   <code>E4</code>   |      <code>F4</code>       |\n|   9   |    1    |      <code>A5</code>       |   <code>B5</code>   |      <cod'],The target 2 value for chain 4 in version 1 is <code>E2</code>.,1.0000000000000009
What is the purpose of creating different chain tables in a storage system?,"['e>C5</code>       |\n|  10   |    1    |      <code>D5</code>       |   <code>E5</code>   |      <code>F5</code>       |</p>\n<p>Each chain has a version number. The version number is incremented if the chain is changed (e.g. a storage target is offline). Only the primary cluster manager makes changes to chain tables.</p>\n<p>A few chain tables can be constructed to support different data placement requirements. For example, two chain tables can be created, one for batch/offline jobs and another for online services. The two tables consist of storage targets on mutually exclusive nodes and SSDs.</p>\n<p>Logically, the state of each chain changes independently. Each chain can be included in multiple chain tables. The concept of chain table is created to let metadata service pick a table for each file and stripe file chunks across chains in the table.</p>\n<h3>Balanced traffic during recovery</h3>\n<p>Suppose read traffic is evenly distributed among all storage targets in the above chain table. When A fails its read r']","Different chain tables are created to support various data placement requirements, such as separating storage targets for batch/offline jobs and online services. This allows for optimized data management by using mutually exclusive nodes and SSDs for different types of workloads.",0.9358744507231452
What strategy is suggested to mitigate the performance impact when an SSD fails and its read traffic is redirected?,"['equests would be redirected to B and C. Under heavy load the read bandwidth of B, C is immediately saturated and B, C become the bottleneck of the entire system. Replacing a failed SSD and syncing data to the new SSD can take several hours. The read throughput is impaired during this period.</p>\n<p>To reduce the performance impact, we can have more SSDs share the redirected traffic. In the following chain table, A is paired with every other SSDs. When A fails, each of the other SSDs receives 1/5 of A’s read traffic.</p>\n<p>| Chain | Version | Target 1 (head) | Target 2 | Target 3 (tail) |\n| :---: | :-----: | :-------------: | :------: | :-------------: |\n|   1   |    1    |      <code>B1</code>       |   <code>E1</code>   |      <code>F1</code>       |\n|   2   |    1    |      <code>A1</code>       |   <code>B2</code>   |      <code>D1</code>       |\n|   3   |    1    |      <code>A2</code>       |   <code>D2</code>   |      <code>F2</code>       |\n|   4   |    1    |      <code>C1</code>       |   <code>D3</']","The strategy suggested is to have more SSDs share the redirected traffic. Specifically, when an SSD like A fails, each of the other SSDs receives 1/5 of A’s read traffic, thereby distributing the load and reducing the performance impact.",0.9492909981893821
What is CRAQ and what is it optimized for?,"['code>   |      <code>E2</code>       |\n|   5   |    1    |      <code>A3</code>       |   <code>C2</code>   |      <code>F3</code>       |\n|   6   |    1    |      <code>A4</code>       |   <code>B3</code>   |      <code>E3</code>       |\n|   7   |    1    |      <code>B4</code>       |   <code>C3</code>   |      <code>F4</code>       |\n|   8   |    1    |      <code>B5</code>       |   <code>C4</code>   |      <code>E4</code>       |\n|   9   |    1    |      <code>A5</code>       |   <code>C5</code>   |      <code>D4</code>       |\n|  10   |    1    |      <code>D5</code>       |   <code>E5</code>   |      <code>F5</code>       |</p>\n<p>To achieve maximum read throughput during recovery, the load balance problem can be formulated as a balanced incomplete block design. The optimal solution is obtained by using integer programming solver.</p>\n<h3>Data replication</h3>\n<p>CRAQ is a write-all-read-any replication protocol optimized for read-heavy workloads. Utilizing read bandwidth of all replicas is critical to']",CRAQ is a write-all-read-any replication protocol that is optimized for read-heavy workloads.,0.8786038727299655
What happens if the chain version in a write request does not match the latest known version in an all-flash storage system?,"[' achieve highest read throughput in an all-flash storage system.</p>\n<p>When a write request is received by a storage service, it goes through the following steps:</p>\n<ol>\n<li>\n<p>The service checks if the chain version in write request matches with the latest known version; reject the request if it’s not. The write request could be sent by a client or a predecessor in the chain.</p>\n</li>\n<li>\n<p>The service issues RDMA Read operations to pull write data. If the client/predecessor fails, the RDMA Read operations may time out and the write is aborted.</p>\n</li>\n<li>\n<p>Once the write data is fetched into local memory buffer, a lock for the chunk to be updated is acquired from a lock manager. Concurrent writes to the same chunk are blocked. All writes are serialized at the head target.</p>\n</li>\n<li>\n<p>The service reads the committed version of the chunk into memory, applies the update, and stores the updated chunk as a pending version. A storage target may store two versions of a chunk: a committed version ']","If the chain version in a write request does not match the latest known version, the storage service will reject the request.",0.9521661197755847
What happens when a write request reaches the tail of the chain in a storage service?,"['and a pending version. Each version has a monotonically-increasing version number. The version numbers of committed version and pending versions are <code>v</code> and <code>u</code> respectively, and satisfy <code>u = v + 1</code>.</p>\n</li>\n<li>\n<p>If the service is the tail, the committed version is atomically replaced by the pending version and an acknowledgment message is sent to the predecessor. Otherwise, the write request is forwarded to the successor. When the committed version is updated, the current chain version is stored as a field in the chunk metadata.</p>\n</li>\n<li>\n<p>When an acknowledgment message arrives at a storage service, the service replaces the committed version with the pending version and continues to propagate the message to its predecessor. The local chunk lock is then released.</p>\n</li>\n</ol>\n<p>Suppose there are 3 targets in the chain: <code>A, B, C</code>. A write request has just entered step 5 at <code>A</code>. <code>A</code> forwards the request to successor <code>B</code>']","When a write request reaches the tail of the chain, the committed version is atomically replaced by the pending version, and an acknowledgment message is sent to the predecessor. The current chain version is also stored as a field in the chunk metadata.",0.9711166317729004
What happens when a write request is forwarded to a new successor in a chain after a failure?,"['. Then <code>B</code> instantly fails and the forwarded write request is lost. When cluster manager detects <code>B</code>’s failure, it marks <code>B</code> as offline and moves it to the end of chain and broadcasts the updated chain table. Once <code>A</code> receives the latest chain table, it forwards the write request to the new successor <code>C</code>. <code>C</code> may not receive the latest chain table yet and rejects the request. But <code>A</code> can keep forwarding the request to <code>C</code>. Eventually <code>C</code> gets the latest chain table and accepts the request.</p>\n<p>When a read request arrives at a storage service:</p>\n<ol>\n<li>\n<p>When the service only has a committed version of the chunk, this version is returned to the client.</p>\n</li>\n<li>\n<p>Unlike CRAQ, our implementation does not issue version query to the tail target. When there are both committed and pending versions, the service replies a special status code to notify the client. The client may wait for a short interval ']","When a write request is forwarded to a new successor, such as <code>C</code>, after a failure of <code>B</code>, <code>C</code> may initially reject the request if it has not yet received the latest chain table. However, <code>A</code> can continue to forward the request to <code>C</code> until <code>C</code> receives the updated chain table and accepts the request.",0.9894023368147126
How does the cluster manager detect fail-stop failures in the system?,"['and retry. Or the client can issue a relaxed read request to get the pending version.</p>\n</li>\n</ol>\n<h3>Failure detection</h3>\n<p>The cluster manager relies on heartbeats to detect fail-stop failures. Cluster manager declares a service failed if it does not receive heartbeats from it for a configurable interval (e.g. T seconds). A service stops processing requests and exits if it cannot communicate with cluster manager for T/2 seconds. The heartbeat can be seen as a request to *renew a lease* granted by the manager.</p>\n<p>The metadata services are stateless. The list of online meta services provided by cluster manager is a simple service discovery mechanism that helps clients create connections to metadata services. If one meta service is down, the clients may switch to any other metadata service.</p>\n<p>Cluster manager plays a more critical role in membership changes of storage services. It maintains a global view of chain tables and storage targets’ states. Each storage target has a public state and a lo']","The cluster manager detects fail-stop failures by relying on heartbeats. It declares a service failed if it does not receive heartbeats from it for a configurable interval (e.g., T seconds). Additionally, a service will stop processing requests and exit if it cannot communicate with the cluster manager for T/2 seconds. The heartbeat acts as a request to renew a lease granted by the manager.",0.9920343573086869
"What does the ""serving"" public state indicate about a service's ability to handle requests?","['cal state.</p>\n<p>Public state indicates if it’s ready to serve read requests and if write requests would be propagated to it. Public states are stored with chain tables and distributed to services and clients.</p>\n<p>| Public State | Read | Write | Notes                                           |\n| :----------- | :--: | :---: | :---------------------------------------------- |\n| serving      |  Y   |   Y   | service alive and serving client requests       |\n| syncing      |  N   |   Y   | service alive and data recovery is in progress  |\n| waiting      |  N   |   N   | service alive and data recovery not started yet |\n| lastsrv      |  N   |   N   | service down and it was the last serving target |\n| offline      |  N   |   N   | service down or storage medium failure          |</p>\n<p>Local state is only known by storage services and cluster manager, and it’s stored in the memory of cluster manager. If a storage target has medium failure, the related service sets the target’s local state to offline in hear']","The ""serving"" public state indicates that the service is alive and capable of handling both read and write requests, meaning it is actively serving client requests.",0.9720703613637146
What happens to a storage target when it is marked offline?,"['tbeat. If a storage service is down, storage targets managed by the service are marked offline.</p>\n<p>| Local State | Notes                                                |\n| :---------- | :--------------------------------------------------- |\n| up-to-date  | service alive and serving client requests            |\n| online      | service alive and target in syncing or waiting state |\n| offline     | service down or storage medium failure               |</p>\n<p>A storage target can change from one public state to another in response to the latest local state. The local state plays the role of a triggering event. The cluster manager periodically scans every chain and updates the public states of targets on the chain according to a state-transition table.</p>\n<ul>\n<li>\n<p>The chain version is incremented if the chain is updated.</p>\n</li>\n<li>\n<p>If a storage target is marked offline, it’s moved to the end of chain.</p>\n</li>\n<li>\n<p>If a storage service finds public state of any local storage target is lastsrv ']","When a storage target is marked offline, it is moved to the end of the chain.",0.9928464275574466
What happens to the storage target's local state once data recovery is completed in a syncing state?,"['or offline, it exits immediately. The service may be isolated from the cluster manager by network partition error.</p>\n</li>\n<li>\n<p>Once the data recovery of a storage target in syncing state is completed, the storage service set the target’s local state to up-to-date in subsequent heartbeat messages sent to cluster manager.</p>\n</li>\n</ul>\n<p>| Local State | Current Public State | Predecessor’s Public State | Next Public State |\n| :---------- | :------------------- | :------------------------- | :---------------- |\n| up-to-date  | serving              | (any)                      | serving           |\n|             | syncing              | (any)                      | serving           |\n|             | waiting              | (any)                      | waiting           |\n|             | lastsrv              | (any)                      | serving           |\n|             | offline              | (any)                      | waiting           |\n| online      | serving              | (any)                 ']","Once the data recovery of a storage target in syncing state is completed, the storage service sets the target’s local state to ""up-to-date"" in subsequent heartbeat messages sent to the cluster manager.",0.9646795618753701
"What state does a system transition to if it is currently in the ""offline"" state and ""syncing""?",['     | serving           |\n|             | syncing              | serving                    | syncing           |\n|             |                      | not serving                | waiting           |\n|             | waiting              | serving                    | syncing           |\n|             |                      | not serving                | waiting           |\n|             | lastsrv              | (any)                      | serving           |\n|             | offline              | (any)                      | waiting           |\n| offline     | serving              | has no predecessor         | lastsrv           |\n|             |                      | has predecessor            | offline           |\n|             | syncing              | (any)                      | offline           |\n|             | waiting              | (any)                      | offline           |\n|             | lastsrv              | (any)                      | lastsrv           |\n|             | offline      '],"The system transitions to the ""offline"" state if it is currently in the ""offline"" state and ""syncing"".",0.9212103915805154
What happens to storage targets when a storage service exits or a storage medium failure occurs?,"['        | (any)                      | offline           |</p>\n<h3>Data recovery</h3>\n<p>When a storage service exits (e.g. process crashes or restarts during upgrade), or a storage medium failure occurs, all related storage targets will be marked as offline and moved to the end of chains by cluster manager. Once the service restarts, each target on the service enters into the recovery process independently. The entire recovery process overlaps with normal activity and minimizes any interruption.</p>\n<p>When a previously offline storage service starts:</p>\n<ol>\n<li>\n<p>The service periodically pulls latest chain tables from cluster manager. But it does not send heartbeats until all its storage targets have been marked offline in the latest chain tables. This ensures all its targets would go through the data recovery process.</p>\n</li>\n<li>\n<p>When a write request arrives during recovery, the request is always a full-chunk-replace write. The local committed version is updated and any existing pending version i']","When a storage service exits or a storage medium failure occurs, all related storage targets are marked as offline and moved to the end of chains by the cluster manager. Once the service restarts, each target enters into the recovery process independently.",0.9999999999999997
What happens when a storage service finds a previously offline successor is online?,"['s abandoned. Since current service is the tail, an acknowledgment message is sent to the predecessor. The full state of the predecessor is copied to the returning service through a continuous stream of full-chunk-replace writes.</p>\n</li>\n<li>\n<p>Before the data recovery of a storage target starts, the predecessor sends a dump-chunkmeta request to the returning service. Then the service iterates the local chunk metadata store to collect the ids, chain versions and committed/pending version numbers of all chunks on the target, and replies the collected metadata to the predecessor.</p>\n</li>\n<li>\n<p>When a sync-done message arrives, the service knows that the storage target is up-to-date. It sets local state of the target to up-to-date in heartbeat messages sent to cluster manager.</p>\n</li>\n</ol>\n<p>When a storage service finds a previously offline successor is online:</p>\n<ol>\n<li>\n<p>The service starts to forward normal write requests to the successor. Clients may only update a portion of the chunk, but the ']","When a storage service finds a previously offline successor is online, it starts to forward normal write requests to the successor.",0.9950895867518365
What is the process for transferring selected chunks to a successor in the described system?,"['forwarded write requests should contain the whole chunk, i.e. a full-chunk-replace write.</p>\n</li>\n<li>\n<p>The service sends a dump-chunkmeta request to the successor. Once the metadata of all chunks on the successor target are received, it collects the chunk metadata on its local target. Then it compares the two copies of chunk metadata to decide which chunks should be transferred.</p>\n</li>\n<li>\n<p>The selected chunks are transferred to the successor by issuing full-chunk-replace write requests.</p>\n</li>\n<li>\n<p>The chunk lock is first acquired for each chunk.</p>\n</li>\n<li>\n<p>The chain version, committed version number and chunk content are read and transferred to successor by sending a full-chunk-replace request.</p>\n</li>\n<li>\n<p>The chunk lock is released.</p>\n</li>\n</ol>\n<p>4. When all required chunks have been transferred, a sync-done message is sent to the successor.</p>\n<p>The rules used to decide which chunks should be transferred are:</p>\n<ul>\n<li>\n<p>If a chunk only exists on the local target,']","The process for transferring selected chunks to a successor involves several steps: First, the service sends a dump-chunkmeta request to the successor to receive the metadata of all chunks on the successor target. It then collects the chunk metadata on its local target and compares the two sets of metadata to decide which chunks should be transferred. The selected chunks are transferred by issuing full-chunk-replace write requests. For each chunk, a chunk lock is acquired, and the chain version, committed version number, and chunk content are read and transferred to the successor. Finally, the chunk lock is released, and once all required chunks have been transferred, a sync-done message is sent to the successor.",0.9806911452372219
What happens if the chain version of a local chunk replica is greater than that of the remote chunk replica?,"[' it should be transferred.</p>\n</li>\n<li>\n<p>If a chunk only exists on the remote target, it should be removed.</p>\n</li>\n<li>\n<p>If the chain version of local chunk replica is greater than that of the remote chunk replica, it should be transferred.</p>\n</li>\n<li>\n<p>If the chain versions of local/remote chunk replicas are the same but local committed version number does not equal to the remote pending version number, it should be transferred.</p>\n</li>\n<li>\n<p>Otherwise, two chunk replicas are either the same or being updated by in-progress write requests.</p>\n</li>\n</ul>\n<h3>Chunks and the metadata</h3>\n<p>File chunks are stored in the chunk engine. On each SSD, the persistent storage of the chunk engine consists of a fixed number of data files for storing chunk data, and a RocksDB instance for maintaining chunk metadata and other system information. Additionally, the chunk engine maintains an in-memory cache of chunk metadata to enhance query performance. A chunk allocator is implemented for fast allocatio']","If the chain version of a local chunk replica is greater than that of the remote chunk replica, the local chunk should be transferred.",0.8914581980646891
"What is the purpose of the ""commit"" operation in the chunk engine interface?","['n of new chunks. The chunk engine interface provides thread-safe access through the following operations:</p>\n<ol>\n<li>\n<p><em>open/close</em> Initializes the engine by loading metadata from RocksDB and reconstructing chunk allocator states.</p>\n</li>\n<li>\n<p><em>get</em> Retrieves chunk metadata and reference-counted handle through a hashmap cache, enabling concurrent access with O(1) average complexity.</p>\n</li>\n<li>\n<p><em>update</em> Implements copy-on-write (COW) semantics by allocating new chunks before modifying data. Old chunks remain readable until all handles are released.</p>\n</li>\n<li>\n<p><em>commit</em> Commit the updated chunk metadata to RocksDB via write batches to ensure atomic updates; synchronously refresh the chunk metadata cache.</p>\n</li>\n</ol>\n<p>The chunk data will ultimately be stored on physical blocks. Physical block sizes range from 64KiB to 64MiB in increments of powers of two, totaling 11 distinct sizes. The allocator will assign physical blocks whose sizes most closely match th']","The ""commit"" operation is used to commit the updated chunk metadata to RocksDB via write batches to ensure atomic updates, and it synchronously refreshes the chunk metadata cache.",0.8869460043161248
